,SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,GENDER,Car,House,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,DAYS_EMPLOYED,MOBILE,WORK_PHONE,HOME_PHONE,MOBILE_REACHABLE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,APPLICATION_DAY,TOTAL_DOC_SUBMITTED
64494,174787,1,Cash loans,M,N,N,0,90000.0,247275.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Married,-1229,1,1,1,1,1,Laborers,2.0,THURSDAY,1
64505,174799,1,Cash loans,F,N,N,0,180000.0,652500.0,652500.0,Family,Commercial associate,Higher education,Single / not married,-3162,1,1,1,1,0,Sales staff,1.0,WEDNESDAY,1
64750,175093,1,Cash loans,M,N,N,0,121500.0,143910.0,135000.0,Family,Commercial associate,Secondary / secondary special,Single / not married,-1395,1,1,0,1,0,High skill tech staff,1.0,WEDNESDAY,1
64807,175154,1,Cash loans,M,N,N,0,450000.0,1255680.0,1125000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,-1455,1,1,0,1,0,Laborers,2.0,TUESDAY,1
64870,175222,1,Cash loans,F,N,N,0,157500.0,450000.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,-1154,1,1,1,1,0,Laborers,1.0,WEDNESDAY,1
64930,175293,1,Cash loans,F,N,N,0,112500.0,687600.0,450000.0,Unaccompanied,Working,Higher education,Married,-2593,1,1,0,1,0,Laborers,2.0,FRIDAY,1
64935,175299,1,Cash loans,F,N,N,0,90000.0,675000.0,675000.0,Unaccompanied,Working,Secondary / secondary special,Married,-1111,1,1,1,1,0,Sales staff,2.0,FRIDAY,1
65028,175412,1,Cash loans,F,N,N,0,157500.0,298512.0,270000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,-1572,1,1,1,1,0,Laborers,2.0,SUNDAY,1
65071,175462,1,Cash loans,M,N,N,0,112500.0,210249.0,175500.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,-1403,1,1,0,1,0,Laborers,1.0,MONDAY,1
65216,175632,1,Cash loans,F,N,N,0,112500.0,380533.5,328500.0,Unaccompanied,State servant,Higher education,Widow,-9477,1,1,0,1,0,Core staff,1.0,WEDNESDAY,1
65227,175644,1,Revolving loans,M,N,N,0,225000.0,180000.0,180000.0,Family,Working,Secondary / secondary special,Married,-1174,1,1,0,1,0,Drivers,2.0,MONDAY,0
65379,175827,1,Cash loans,F,N,N,0,135000.0,835380.0,675000.0,Family,State servant,Secondary / secondary special,Married,-2101,1,1,0,1,0,Medicine staff,2.0,SATURDAY,1
65387,175837,1,Cash loans,F,N,N,1,112500.0,101880.0,90000.0,Unaccompanied,Working,Higher education,Separated,-1513,1,1,1,1,0,Laborers,2.0,SATURDAY,1
65509,175973,1,Cash loans,F,N,N,0,202500.0,272520.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Separated,-8396,1,1,0,1,0,High skill tech staff,1.0,MONDAY,1
66220,176801,1,Cash loans,F,N,N,0,337500.0,450000.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,-1588,1,1,0,1,0,Laborers,1.0,FRIDAY,1
66221,176802,1,Cash loans,F,N,N,0,67500.0,679500.0,679500.0,Unaccompanied,Working,Secondary / secondary special,Married,-1266,1,1,1,1,0,Sales staff,2.0,SATURDAY,1
66264,176851,1,Cash loans,F,N,N,0,216000.0,202500.0,202500.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,-2750,1,1,0,1,0,Medicine staff,1.0,TUESDAY,1
66311,176906,1,Cash loans,F,N,N,0,202500.0,695439.0,580500.0,Unaccompanied,Working,Higher education,Married,-6990,1,1,0,1,0,Managers,2.0,TUESDAY,1
66354,176955,1,Cash loans,M,N,N,2,135000.0,521280.0,450000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,-1242,1,1,0,1,1,Laborers,4.0,SATURDAY,1
66360,176962,1,Cash loans,F,N,N,1,67500.0,269550.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Married,-1531,1,1,1,1,0,Laborers,3.0,WEDNESDAY,1
66511,177132,1,Cash loans,F,N,N,0,148500.0,284400.0,225000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,-3711,1,1,0,1,0,Managers,2.0,WEDNESDAY,1
66546,177171,1,Cash loans,F,N,N,1,112500.0,254700.0,225000.0,Family,Working,Secondary / secondary special,Civil marriage,-1843,1,1,1,1,0,Sales staff,3.0,MONDAY,1
66591,177220,1,Cash loans,F,N,N,0,126000.0,814041.0,679500.0,Family,Working,Secondary / secondary special,Single / not married,-7576,1,1,1,1,0,Core staff,1.0,WEDNESDAY,1
66615,177246,1,Cash loans,M,N,N,0,162000.0,369720.0,292500.0,Family,Working,Secondary / secondary special,Married,-1323,1,1,0,1,0,Core staff,2.0,MONDAY,1
66650,177290,1,Cash loans,F,N,N,1,85500.0,225000.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Separated,-1681,1,1,0,1,0,Sales staff,2.0,THURSDAY,1
67026,177723,1,Cash loans,F,N,N,0,270000.0,549882.0,459000.0,Unaccompanied,Commercial associate,Higher education,Single / not married,-2851,1,1,0,1,0,Laborers,1.0,WEDNESDAY,1
67257,177997,1,Cash loans,F,N,N,2,193500.0,970380.0,810000.0,Unaccompanied,Working,Secondary / secondary special,Married,-1587,1,1,0,1,0,Laborers,4.0,TUESDAY,1
67427,178193,1,Cash loans,F,N,N,1,225000.0,900000.0,900000.0,Unaccompanied,Working,Higher education,Married,-1874,1,1,1,1,0,Managers,3.0,TUESDAY,1
67541,178322,1,Cash loans,F,N,N,1,135000.0,387000.0,387000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,-2062,1,1,0,1,1,High skill tech staff,3.0,WEDNESDAY,1
67599,178392,1,Cash loans,F,N,N,0,67500.0,522000.0,522000.0,Unaccompanied,Working,Secondary / secondary special,Married,-2950,1,1,0,1,0,Laborers,2.0,THURSDAY,1
67758,178580,1,Cash loans,F,N,N,0,157500.0,900000.0,900000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,-7121,1,1,1,1,0,Accountants,1.0,MONDAY,1
68490,179433,1,Cash loans,F,N,N,2,67500.0,254700.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Married,-1536,1,1,1,1,1,Laborers,4.0,SUNDAY,1
68916,179927,1,Cash loans,F,N,N,0,157500.0,390960.0,337500.0,Unaccompanied,Working,Secondary / secondary special,Widow,-1726,1,1,0,1,0,Laborers,1.0,FRIDAY,1
69013,180043,1,Cash loans,M,N,N,0,112500.0,137538.0,121500.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,-4403,1,1,0,1,0,Laborers,1.0,SUNDAY,1
69050,180084,1,Cash loans,F,N,N,0,90000.0,256500.0,256500.0,Unaccompanied,State servant,Secondary / secondary special,Separated,-2131,1,1,0,1,0,Medicine staff,1.0,SATURDAY,1
69219,180275,1,Cash loans,M,N,N,0,202500.0,723996.0,585000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,-1713,1,1,0,1,0,Sales staff,1.0,TUESDAY,1
69476,180576,1,Cash loans,M,N,N,0,157500.0,517500.0,517500.0,Unaccompanied,Working,Higher education,Married,-1220,1,1,0,1,0,Laborers,2.0,MONDAY,2
69665,180805,1,Cash loans,F,N,N,0,72000.0,450000.0,450000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,-1187,1,1,1,1,0,Laborers,1.0,TUESDAY,1
69884,181065,1,Cash loans,F,N,N,1,67500.0,436032.0,360000.0,Unaccompanied,Working,Secondary / secondary special,Married,-1200,1,1,1,1,0,Laborers,3.0,WEDNESDAY,1
69888,181069,1,Revolving loans,F,N,N,1,67500.0,157500.0,157500.0,Children,Working,Secondary / secondary special,Single / not married,-4786,1,1,0,1,0,Core staff,2.0,THURSDAY,0
69957,181149,1,Cash loans,M,N,N,0,81000.0,803259.0,670500.0,Unaccompanied,Working,Secondary / secondary special,Married,-1876,1,1,1,1,0,Laborers,2.0,SATURDAY,1
69999,181199,1,Cash loans,M,N,N,0,180000.0,970380.0,810000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,-2645,1,1,1,1,0,Laborers,2.0,TUESDAY,1
70067,181276,1,Revolving loans,F,N,N,1,112500.0,270000.0,270000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,-2866,1,1,0,1,0,Sales staff,3.0,MONDAY,0
70117,181339,1,Cash loans,F,N,N,2,67500.0,151272.0,99000.0,Family,Working,Secondary / secondary special,Married,-2833,1,1,0,1,0,Laborers,4.0,TUESDAY,1
70438,181715,1,Cash loans,F,N,N,0,135000.0,1024740.0,900000.0,Unaccompanied,Working,Secondary / secondary special,Separated,-1509,1,1,1,1,0,High skill tech staff,1.0,SATURDAY,1
70519,181812,1,Cash loans,M,N,N,0,540000.0,284400.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Separated,-5289,1,1,1,1,0,Laborers,1.0,TUESDAY,1
70826,182152,1,Cash loans,M,N,N,1,45000.0,269550.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Married,-2911,1,1,0,1,0,Security staff,3.0,THURSDAY,1
70863,182194,1,Cash loans,F,N,N,2,139500.0,450000.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,-1364,1,1,1,1,1,Laborers,4.0,SUNDAY,1
71145,182518,1,Cash loans,M,N,N,0,135000.0,654498.0,585000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,-2657,1,1,0,1,0,Laborers,2.0,SUNDAY,1
71234,182620,1,Cash loans,M,N,N,0,135000.0,1181016.0,846000.0,Unaccompanied,Working,Higher education,Married,-2832,1,1,1,1,0,Managers,2.0,THURSDAY,1
71308,182699,1,Cash loans,F,N,N,0,112500.0,450000.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,-3219,1,1,1,1,0,Medicine staff,2.0,TUESDAY,1
71389,182788,1,Cash loans,F,N,N,0,202500.0,407520.0,360000.0,Unaccompanied,Commercial associate,Higher education,Married,-1053,1,1,0,1,1,Accountants,2.0,FRIDAY,1
71704,183152,1,Cash loans,M,N,N,1,360000.0,527373.0,477000.0,Unaccompanied,Working,Lower secondary,Married,-1048,1,1,0,1,1,Laborers,3.0,SUNDAY,1
71732,183183,1,Cash loans,F,N,N,0,76500.0,225000.0,225000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,-1463,1,1,0,1,0,Sales staff,1.0,TUESDAY,1
71758,183210,1,Cash loans,M,N,N,1,225000.0,152820.0,135000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,-1569,1,1,1,1,0,Laborers,3.0,THURSDAY,1
71790,183246,1,Cash loans,M,N,N,0,67500.0,276277.5,238500.0,Unaccompanied,Working,Incomplete higher,Civil marriage,-1263,1,1,0,1,0,Laborers,2.0,MONDAY,1
72143,183667,1,Cash loans,M,N,N,0,157500.0,473760.0,450000.0,Unaccompanied,Commercial associate,Incomplete higher,Single / not married,-1299,1,1,0,1,0,Core staff,1.0,FRIDAY,1
72315,183864,1,Cash loans,M,N,N,0,292500.0,781920.0,675000.0,Unaccompanied,State servant,Higher education,Married,-2486,1,1,0,1,0,Core staff,2.0,THURSDAY,1
72508,184086,1,Cash loans,M,N,N,0,157500.0,668304.0,540000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,-7217,1,1,1,1,1,Laborers,2.0,WEDNESDAY,1
72625,184213,1,Cash loans,F,N,N,0,157500.0,187704.0,148500.0,Unaccompanied,Working,Incomplete higher,Civil marriage,-2427,1,1,0,1,0,Private service staff,2.0,WEDNESDAY,1
72790,184411,1,Cash loans,F,N,N,1,157500.0,254700.0,225000.0,Unaccompanied,State servant,Higher education,Separated,-3880,1,1,1,1,0,HR staff,2.0,FRIDAY,1
72827,184449,1,Cash loans,F,N,N,0,112500.0,630000.0,630000.0,Unaccompanied,Working,Secondary / secondary special,Married,-4563,1,1,0,1,0,Laborers,2.0,MONDAY,1
73013,184663,1,Cash loans,F,N,N,0,54000.0,450000.0,450000.0,Family,Working,Secondary / secondary special,Married,-1725,1,1,0,1,0,Laborers,2.0,THURSDAY,1
73325,185020,1,Cash loans,F,N,N,1,180000.0,109008.0,90000.0,Unaccompanied,Working,Higher education,Married,-3976,1,1,0,1,0,Core staff,3.0,THURSDAY,1
73520,185254,1,Cash loans,M,N,N,1,225000.0,807984.0,697500.0,Unaccompanied,Working,Higher education,Single / not married,-2421,1,1,1,1,0,Laborers,2.0,TUESDAY,1
73897,185705,1,Cash loans,F,N,N,0,135000.0,450000.0,450000.0,Unaccompanied,Commercial associate,Higher education,Separated,-10072,1,1,1,1,0,Managers,1.0,MONDAY,1
73922,185731,1,Cash loans,F,N,N,1,54000.0,225000.0,225000.0,Group of people,Working,Secondary / secondary special,Single / not married,-1996,1,1,1,1,0,Cooking staff,2.0,TUESDAY,1
74012,185830,1,Revolving loans,M,N,N,0,382500.0,1350000.0,1350000.0,Unaccompanied,Commercial associate,Higher education,Single / not married,-1336,1,1,0,1,0,Sales staff,1.0,FRIDAY,0
74181,186026,1,Cash loans,F,N,N,0,135000.0,817560.0,675000.0,Unaccompanied,Working,Higher education,Single / not married,-2859,1,1,1,1,0,Laborers,1.0,MONDAY,1
74406,186288,1,Cash loans,F,N,N,2,112500.0,222547.5,202500.0,Unaccompanied,Working,Secondary / secondary special,Married,-1861,1,1,0,1,0,Cooking staff,4.0,MONDAY,1
74438,186327,1,Cash loans,F,N,N,0,90000.0,254700.0,225000.0,"Spouse, partner",Commercial associate,Higher education,Married,-2429,1,1,0,1,0,HR staff,2.0,FRIDAY,1
74558,186459,1,Cash loans,F,N,N,0,157500.0,888840.0,675000.0,Family,Working,Secondary / secondary special,Civil marriage,-1271,1,1,0,1,0,Laborers,2.0,TUESDAY,1
74741,186673,1,Cash loans,M,N,N,0,189000.0,900000.0,900000.0,Unaccompanied,State servant,Secondary / secondary special,Married,-3959,1,1,1,1,0,Core staff,2.0,THURSDAY,1
74758,186697,1,Cash loans,F,N,N,3,112500.0,450000.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,-1772,1,1,1,1,0,Low-skill Laborers,5.0,TUESDAY,1
74893,186857,1,Cash loans,F,N,N,0,135000.0,225000.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Married,-2956,1,1,1,1,0,Laborers,2.0,THURSDAY,1
75017,187002,1,Cash loans,M,N,N,0,112500.0,661500.0,661500.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,-1154,1,1,0,1,0,Laborers,1.0,WEDNESDAY,1
75097,187097,1,Cash loans,F,N,N,1,225000.0,284400.0,225000.0,Unaccompanied,Working,Higher education,Separated,-2015,1,1,0,1,0,Laborers,2.0,TUESDAY,1
75258,187277,1,Cash loans,M,N,N,0,180000.0,298512.0,270000.0,"Spouse, partner",Working,Secondary / secondary special,Civil marriage,-3045,1,1,0,1,0,Laborers,2.0,WEDNESDAY,1
75305,187336,1,Cash loans,F,N,N,0,90000.0,270000.0,270000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,-1150,1,1,1,1,0,Laborers,2.0,MONDAY,1
75365,187404,1,Cash loans,F,N,N,2,216000.0,808650.0,675000.0,Unaccompanied,Working,Secondary / secondary special,Widow,-1734,1,1,1,1,0,Sales staff,3.0,FRIDAY,1
75437,187488,1,Cash loans,M,N,N,0,202500.0,550467.0,387000.0,Unaccompanied,Working,Lower secondary,Single / not married,-1159,1,1,0,1,0,Laborers,1.0,WEDNESDAY,1
75520,187578,1,Cash loans,M,N,N,0,162000.0,224136.0,198000.0,Unaccompanied,Working,Secondary / secondary special,Married,-1126,1,1,0,1,0,Laborers,2.0,MONDAY,1
75552,187614,1,Cash loans,F,N,N,0,225000.0,184500.0,184500.0,Unaccompanied,Working,Secondary / secondary special,Widow,-1691,1,1,0,1,0,Sales staff,1.0,THURSDAY,1
75568,187631,1,Cash loans,F,N,N,0,112500.0,405000.0,405000.0,Unaccompanied,Working,Secondary / secondary special,Married,-6770,1,1,0,1,0,Medicine staff,2.0,THURSDAY,1
75634,187704,1,Cash loans,F,N,N,0,67500.0,244584.0,193500.0,Unaccompanied,State servant,Secondary / secondary special,Single / not married,-1170,1,1,0,1,0,Medicine staff,1.0,THURSDAY,1
75664,187739,1,Cash loans,F,N,N,0,180000.0,2687355.0,2475000.0,Unaccompanied,Commercial associate,Higher education,Civil marriage,-2186,1,1,1,1,0,Sales staff,2.0,WEDNESDAY,1
75794,187889,1,Cash loans,F,N,N,0,157500.0,225000.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,-2030,1,1,0,1,0,Core staff,2.0,WEDNESDAY,1
75839,187940,1,Cash loans,F,N,N,2,157500.0,490495.5,454500.0,Unaccompanied,Working,Secondary / secondary special,Married,-1712,1,1,1,1,0,Managers,4.0,THURSDAY,1
75944,188072,1,Cash loans,F,N,N,0,180000.0,1129500.0,1129500.0,Unaccompanied,Working,Higher education,Civil marriage,-10411,1,1,1,1,0,Accountants,2.0,THURSDAY,1
75989,188123,1,Cash loans,M,N,N,0,90000.0,704844.0,630000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,-6852,1,1,0,1,1,Core staff,2.0,FRIDAY,1
76000,188137,1,Cash loans,M,N,N,0,225000.0,314100.0,225000.0,Family,Working,Lower secondary,Married,-1297,1,1,1,1,0,Security staff,2.0,FRIDAY,1
76011,188148,1,Cash loans,F,N,N,0,90000.0,659610.0,472500.0,Unaccompanied,Working,Secondary / secondary special,Married,-1668,1,1,0,1,0,Managers,2.0,TUESDAY,1
76112,188268,1,Revolving loans,F,N,N,2,270000.0,810000.0,810000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,-3907,1,1,0,1,0,Medicine staff,4.0,FRIDAY,0
76296,188474,1,Cash loans,M,N,N,0,225000.0,1546020.0,1350000.0,Unaccompanied,Working,Higher education,Single / not married,-3346,1,1,1,1,0,Laborers,1.0,THURSDAY,1
76448,188652,1,Cash loans,M,N,N,0,135000.0,450000.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,-1675,1,1,1,1,0,Laborers,1.0,SATURDAY,1
76718,188964,1,Cash loans,F,N,N,2,180000.0,521280.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,-2417,1,1,1,1,0,Sales staff,4.0,FRIDAY,1
76774,189032,1,Cash loans,F,N,N,1,180000.0,334242.0,279000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Separated,-1154,1,1,0,1,1,Sales staff,2.0,TUESDAY,1
76778,189037,1,Cash loans,F,N,N,0,27000.0,225000.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Married,-1482,1,1,0,1,0,Laborers,2.0,SATURDAY,1
76807,189069,1,Cash loans,M,N,N,0,135000.0,436032.0,360000.0,Unaccompanied,Working,Secondary / secondary special,Separated,-1151,1,1,0,1,0,Drivers,1.0,FRIDAY,1
76852,189119,1,Cash loans,M,N,N,0,202500.0,135000.0,135000.0,Unaccompanied,Working,Secondary / secondary special,Married,-5571,1,1,0,1,0,Laborers,2.0,TUESDAY,1
76859,189126,1,Revolving loans,F,N,N,1,202500.0,450000.0,450000.0,Unaccompanied,Commercial associate,Higher education,Married,-1201,1,1,0,1,0,High skill tech staff,3.0,MONDAY,0
76993,189280,1,Cash loans,M,N,N,0,360000.0,531000.0,531000.0,Unaccompanied,Working,Incomplete higher,Married,-4063,1,1,1,1,0,Managers,2.0,FRIDAY,1
77036,189329,1,Cash loans,F,N,N,0,112500.0,545040.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,-3167,1,1,1,1,0,Core staff,2.0,SATURDAY,1
77174,189484,1,Cash loans,M,N,N,0,225000.0,592560.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,-1621,1,1,0,1,0,Laborers,1.0,FRIDAY,1
77197,189510,1,Cash loans,M,N,N,1,162000.0,562491.0,454500.0,Unaccompanied,Working,Secondary / secondary special,Married,-1996,1,1,0,1,0,Drivers,3.0,THURSDAY,1
77344,189681,1,Cash loans,M,N,N,0,315000.0,900000.0,900000.0,Unaccompanied,Working,Higher education,Married,-3369,1,1,0,1,0,Core staff,2.0,MONDAY,1
77438,189785,1,Cash loans,F,N,N,3,225000.0,297130.5,256500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,-2118,1,1,0,1,0,Sales staff,5.0,FRIDAY,1
77471,189823,1,Revolving loans,M,N,N,0,225000.0,180000.0,180000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,-2413,1,1,0,1,0,Laborers,1.0,SUNDAY,0
77914,190328,1,Cash loans,F,N,N,1,135000.0,781920.0,675000.0,Unaccompanied,Working,Secondary / secondary special,Married,-2124,1,1,1,1,0,Sales staff,3.0,SATURDAY,1
77985,190414,1,Cash loans,F,N,N,0,67500.0,194076.0,162000.0,Unaccompanied,Working,Secondary / secondary special,Married,-1151,1,1,1,1,0,Core staff,2.0,MONDAY,1
78098,190543,1,Cash loans,F,N,N,0,112500.0,948582.0,679500.0,Unaccompanied,Working,Higher education,Separated,-8161,1,1,0,1,0,Core staff,1.0,TUESDAY,1
78109,190557,1,Cash loans,F,N,N,3,54000.0,269550.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Married,-1122,1,1,1,1,0,Core staff,5.0,THURSDAY,1
78124,190575,1,Cash loans,F,N,N,2,121500.0,486459.0,342000.0,Unaccompanied,Working,Higher education,Married,-2862,1,1,0,1,0,Laborers,4.0,MONDAY,1
78325,190800,1,Cash loans,M,N,N,0,202500.0,1051245.0,877500.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,-2963,1,1,0,1,0,Laborers,1.0,MONDAY,1
78482,190987,1,Cash loans,M,N,N,0,135000.0,640080.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,-5098,1,1,0,1,0,Drivers,2.0,TUESDAY,1
78737,191274,1,Revolving loans,F,N,N,0,112500.0,202500.0,202500.0,Unaccompanied,Working,Higher education,Civil marriage,-3369,1,1,0,1,0,Laborers,2.0,WEDNESDAY,1
78775,191323,1,Cash loans,M,N,N,0,247500.0,808650.0,675000.0,Unaccompanied,State servant,Secondary / secondary special,Married,-2699,1,1,0,1,0,Core staff,2.0,MONDAY,1
78853,191408,1,Cash loans,M,N,N,0,135000.0,1078200.0,900000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,-2954,1,1,0,1,0,Laborers,2.0,SUNDAY,2
78864,191420,1,Cash loans,F,N,N,1,157500.0,431280.0,360000.0,Unaccompanied,Working,Secondary / secondary special,Married,-1416,1,1,1,1,0,Managers,3.0,TUESDAY,1
79003,191578,1,Cash loans,M,N,N,0,144000.0,824823.0,688500.0,Unaccompanied,Working,Secondary / secondary special,Married,-1525,1,1,0,1,0,Drivers,2.0,SATURDAY,1
79469,192125,1,Cash loans,M,N,N,0,274500.0,942300.0,675000.0,Unaccompanied,State servant,Higher education,Single / not married,-2623,1,1,0,1,0,Managers,1.0,MONDAY,2
79481,192137,1,Revolving loans,F,N,N,0,189000.0,180000.0,180000.0,Family,Commercial associate,Secondary / secondary special,Married,-2812,1,1,0,1,0,Sales staff,2.0,WEDNESDAY,0
79692,192378,1,Cash loans,F,N,N,1,90000.0,95940.0,90000.0,Unaccompanied,Working,Secondary / secondary special,Separated,-1347,1,1,1,1,0,Core staff,2.0,SATURDAY,1
79890,192609,1,Cash loans,M,N,N,0,166500.0,277969.5,229500.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,-1409,1,1,0,1,1,Laborers,1.0,TUESDAY,1
80093,192850,1,Cash loans,F,N,N,2,112500.0,544491.0,454500.0,Unaccompanied,Working,Secondary / secondary special,Married,-1228,1,1,1,1,0,Sales staff,4.0,TUESDAY,1
80329,193127,1,Cash loans,M,N,N,0,139500.0,885762.0,634500.0,Unaccompanied,Working,Secondary / secondary special,Married,-1241,1,1,0,1,0,Low-skill Laborers,2.0,TUESDAY,1
80463,193280,1,Cash loans,F,N,N,0,202500.0,450000.0,450000.0,Unaccompanied,Working,Higher education,Married,-1051,1,1,0,1,0,Accountants,2.0,FRIDAY,1
80727,193597,1,Cash loans,M,N,N,0,112500.0,215640.0,180000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,-2956,1,1,0,1,0,Laborers,1.0,MONDAY,1
80746,193617,1,Cash loans,M,N,N,1,135000.0,450000.0,450000.0,Family,Commercial associate,Secondary / secondary special,Married,-6138,1,1,1,1,0,Security staff,3.0,WEDNESDAY,1
80804,193684,1,Cash loans,M,N,N,1,90000.0,225000.0,225000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,-2357,1,1,0,1,0,Laborers,3.0,THURSDAY,1
80929,193834,1,Cash loans,F,N,N,0,180000.0,1258650.0,1125000.0,Unaccompanied,Working,Secondary / secondary special,Married,-4318,1,1,1,1,0,Core staff,2.0,FRIDAY,1
81035,193951,1,Cash loans,F,N,N,0,157500.0,592560.0,450000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,-1959,1,1,0,1,0,Core staff,1.0,THURSDAY,1
81040,193957,1,Cash loans,F,N,N,0,157500.0,298512.0,270000.0,Unaccompanied,Working,Incomplete higher,Married,-1883,1,1,1,1,0,Sales staff,2.0,THURSDAY,1
81085,194012,1,Cash loans,F,N,N,0,225000.0,675000.0,675000.0,Unaccompanied,Working,Secondary / secondary special,Married,-1404,1,1,0,1,0,Medicine staff,2.0,MONDAY,1
81127,194062,1,Cash loans,M,N,N,0,292500.0,1078200.0,900000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,-1662,1,1,0,1,0,Laborers,2.0,WEDNESDAY,1
81190,194135,1,Cash loans,M,N,N,0,180000.0,450000.0,450000.0,Unaccompanied,Commercial associate,Higher education,Single / not married,-1198,1,1,1,1,0,Sales staff,1.0,SUNDAY,1
81669,194707,1,Cash loans,F,N,N,0,166500.0,508495.5,454500.0,Family,Working,Secondary / secondary special,Married,-2953,1,1,0,1,0,Laborers,2.0,WEDNESDAY,1
81673,194711,1,Cash loans,F,N,N,0,90000.0,337500.0,337500.0,Unaccompanied,Working,Secondary / secondary special,Married,-2987,1,1,0,1,0,Laborers,2.0,MONDAY,1
81775,194829,1,Cash loans,F,N,N,0,157500.0,1125000.0,1125000.0,Unaccompanied,Working,Secondary / secondary special,Married,-1658,1,1,1,1,0,Sales staff,2.0,TUESDAY,1
81777,194831,1,Cash loans,F,N,N,2,135000.0,545040.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Separated,-2676,1,1,0,1,0,Laborers,3.0,WEDNESDAY,1
81785,194839,1,Cash loans,F,N,N,0,180000.0,521280.0,450000.0,Unaccompanied,Commercial associate,Higher education,Married,-1920,1,1,0,1,0,Sales staff,2.0,MONDAY,1
81896,194970,1,Cash loans,F,N,N,0,144000.0,1442952.0,1260000.0,Unaccompanied,Working,Secondary / secondary special,Married,-2994,1,1,1,1,0,Laborers,2.0,TUESDAY,1
81971,195058,1,Cash loans,M,N,N,0,90000.0,691020.0,495000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,-11473,1,1,0,1,0,Drivers,2.0,FRIDAY,1
82127,195243,1,Cash loans,F,N,N,0,90000.0,592560.0,450000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,-1124,1,1,0,1,0,Sales staff,1.0,THURSDAY,1
82180,195302,1,Cash loans,M,N,N,1,112500.0,877500.0,877500.0,Unaccompanied,Working,Secondary / secondary special,Married,-1340,1,1,0,1,0,Drivers,3.0,TUESDAY,1
